dt_sold,yr_sold,mo_sold,yr_built,yr_remodel,bldg_class,bldg_type,house_style,zoning,neighborhd,oa_cond,oa_qual,func,liv_area,1fl_area,2fl_area,tot_rms,bedroom,bathroom,kit,kit_qual,central_air,elect,bsmt_area,bsmt_cond,bsmt_exp,bsmt_fin_qual,bsmt_ht,ext_cond,ext_cover,ext_qual,fdn,fence,fp,fp_qual,gar_area,gar_car,gar_cond,gar_fin,gar_qual,gar_type,gar_yr,heat_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,pave_dr,roof_matl,roof_style,op_area,ep_area,wd_area,sale_price
2007-05-15,2007,5,1998,1998,60,1Fam,2Story,RL,NoRidge,5,7,Typ,2385,1108,1277,8,4,2.5,1,Good,Y,SBrkr,1066,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Average,600,3,Average,Fin,Average,BuiltIn,1998,Excellent,Lvl,Gtl,10790,Inside,83,Reg,Y,CompShg,Gable,38,0,120,252
2007-08-24,2007,8,1941,1950,75,1Fam,2.5Unf,RL,Crawfor,5,7,Typ,1646,918,728,7,4,2,1,Average,Y,SBrkr,918,Average,No,Rec,Average,Good,MetalSd,Average,CBlock,MnPrv,2,Good,240,1,Average,Unf,Average,Detchd,1941,Good,Lvl,Gtl,7128,Inside,53,Reg,Y,CompShg,Gable,0,0,0,164
2007-07-20,2007,7,2007,2007,60,1Fam,2Story,RL,Gilbert,5,7,Typ,1456,728,728,7,3,2.5,1,Good,Y,SBrkr,728,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,400,2,Average,Fin,Average,Attchd,2007,Excellent,Lvl,Gtl,7713,Inside,64,Reg,Y,CompShg,Gable,24,0,100,177.594
2010-05-09,2010,5,1936,1980,50,1Fam,1.5Fin,RM,BrkSide,7,5,Typ,1040,548,492,5,2,1,1,Average,Y,SBrkr,528,Fair,No,Rec,Average,Average,VinylSd,Average,CBlock,NA,0,NA,624,2,Average,Fin,Average,Detchd,1979,Good,Lvl,Gtl,6240,Inside,52,Reg,P,CompShg,Gable,0,32,306,123.9
2007-11-04,2007,11,1918,1950,70,1Fam,2Story,RL,Crawfor,6,6,Typ,2624,1370,1254,10,4,3.5,1,Average,N,FuseA,1370,Average,No,BLQ,Good,Average,Wd Sdng,Average,BrkTil,NA,1,Good,864,3,Average,Unf,Average,Detchd,1918,Average,Lvl,Gtl,22420,Inside,86,IR1,N,CompShg,Hip,0,0,0,239
2010-06-12,2010,6,1965,1977,20,1Fam,1Story,RL,Mitchel,5,5,Typ,1264,1264,0,7,2,2,1,Average,Y,SBrkr,1068,Average,No,Rec,Average,Average,Plywood,Average,CBlock,NA,1,Average,528,2,Average,Unf,Average,Attchd,1965,Average,Bnk,Gtl,15300,Inside,85,Reg,Y,CompShg,Hip,0,0,0,169
2006-10-07,2006,10,2003,2004,120,TwnhsE,1Story,RL,Blmngtn,5,7,Typ,1557,1557,0,7,2,2,1,Good,Y,SBrkr,1374,Average,Gd,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Average,420,2,Average,Fin,Average,Attchd,2003,Excellent,Lvl,Gtl,3196,Inside,NA,Reg,Y,CompShg,Gable,20,0,143,234
2009-11-19,2009,11,1977,1977,85,1Fam,SFoyer,RL,Mitchel,7,6,Typ,1287,1287,0,5,2,2.5,1,Average,Y,SBrkr,957,Average,Av,GLQ,Good,Average,Plywood,Average,CBlock,GdWo,2,Fair,541,2,Average,RFn,Average,Attchd,1977,Average,Bnk,Gtl,9360,Inside,72,Reg,Y,CompShg,Gable,39,0,302,173
2010-03-14,2010,3,1970,1970,20,1Fam,1Story,RL,"NAmes",7,6,Typ,1004,1004,0,5,2,2,1,Average,Y,SBrkr,1004,Average,No,ALQ,Average,Average,Wd Sdng,Average,CBlock,NA,1,Average,480,2,Average,Fin,Average,Attchd,1970,Excellent,Lvl,Gtl,11241,CulDSac,NA,IR1,Y,CompShg,Gable,0,0,0,149
2008-03-01,2008,3,2007,2007,20,1Fam,1Story,RL,SawyerW,5,7,Typ,1162,1162,0,6,3,2,1,Good,Y,SBrkr,1162,Average,Mn,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,483,2,Average,Fin,Average,Attchd,2007,Excellent,Lvl,Gtl,9260,Corner,81,Reg,Y,CompShg,Gable,32,0,0,170
2009-10-22,2009,10,2008,2009,20,1Fam,1Story,FV,Somerst,5,7,Typ,1436,1436,0,6,3,2,1,Good,Y,SBrkr,1436,Average,No,Unf,Excellent,Average,VinylSd,Good,PConc,NA,0,NA,529,2,Average,Fin,Average,Attchd,2008,Excellent,Lvl,Gtl,7993,Inside,90,IR1,Y,CompShg,Gable,121,0,0,225
2008-05-07,2008,5,1963,2003,20,1Fam,1Story,RL,Sawyer,8,5,Typ,960,960,0,6,3,2,1,Good,Y,SBrkr,960,Average,No,GLQ,Average,Good,VinylSd,Average,CBlock,NA,0,NA,300,1,Average,Fin,Average,Attchd,1963,Excellent,Lvl,Gtl,9239,Inside,94,Reg,Y,CompShg,Gable,0,0,168,144.9
2010-06-14,2010,6,1968,1968,20,1Fam,1Story,RL,Edwards,6,5,Typ,1196,1196,0,6,3,2,1,Average,Y,SBrkr,1196,Average,Gd,ALQ,Good,Average,MetalSd,Average,CBlock,MnPrv,0,NA,336,1,Average,RFn,Average,Attchd,1968,Average,Low,Gtl,10044,CulDSac,60,IR1,Y,CompShg,Gable,0,168,257,144
2010-04-17,2010,4,2004,2005,120,TwnhsE,1Story,RL,Blmngtn,5,8,Typ,1269,1269,0,6,2,2,1,Good,Y,SBrkr,1256,Average,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Average,430,2,Average,Fin,Average,Attchd,2004,Excellent,Lvl,Gtl,3182,Inside,43,Reg,Y,CompShg,Gable,20,0,146,192
2009-03-07,2009,3,1952,2005,20,1Fam,1Story,RL,"NAmes",8,5,Typ,1031,1031,0,5,2,2,1,Good,Y,SBrkr,1031,Average,No,GLQ,Average,Average,Wd Sdng,Good,CBlock,MnPrv,0,NA,230,1,Average,Unf,Average,Attchd,1952,Good,Lvl,Gtl,7626,Inside,60,Reg,Y,CompShg,Hip,0,0,0,145.5
2006-03-05,2006,3,1900,1998,50,1Fam,1.5Fin,RL,OldTown,8,4,Typ,720,448,272,5,1,1,1,Fair,Y,SBrkr,448,Fair,No,Unf,Fair,Good,MetalSd,Average,BrkTil,NA,0,NA,280,1,Average,Unf,Fair,Attchd,1900,Excellent,Lvl,Gtl,7008,Corner,60,Reg,Y,CompShg,Gable,0,70,0,86.9
2009-02-09,2009,2,1953,1953,20,1Fam,1Story,RL,"NAmes",4,6,Typ,1505,1505,0,6,2,2,1,Average,Y,SBrkr,1505,Average,No,BLQ,Average,Average,Wd Sdng,Average,CBlock,NA,1,Average,505,2,Average,RFn,Average,Attchd,1953,Excellent,Lvl,Gtl,12160,Inside,128,Reg,Y,CompShg,Hip,0,0,0,149.5
2007-06-14,2007,6,1938,1950,30,1Fam,1Story,RL,Crawfor,7,5,Typ,954,954,0,5,2,1,1,Fair,Y,SBrkr,920,Fair,No,Unf,Fair,Good,MetalSd,Average,PConc,MnPrv,1,Good,240,1,Average,Unf,Fair,Basment,1938,Excellent,Bnk,Gtl,6305,Inside,50,Reg,Y,CompShg,Gable,0,0,0,119.75
2006-08-21,2006,8,2005,2006,60,1Fam,2Story,RL,CollgCr,5,6,Typ,1500,750,750,6,3,2.5,1,Good,Y,SBrkr,750,Average,No,Unf,Good,Average,VinylSd,Average,PConc,NA,0,NA,564,2,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,8846,Inside,68,Reg,Y,CompShg,Gable,35,0,0,173.9
2006-01-28,2006,1,1961,1961,20,1Fam,1Story,RL,"NAmes",6,5,Typ,1050,1050,0,6,3,2,1,Average,Y,SBrkr,1050,Average,No,Rec,Average,Average,Wd Sdng,Average,CBlock,NA,0,NA,368,1,Average,Unf,Average,Attchd,1961,Average,Lvl,Gtl,10659,Inside,NA,IR1,Y,CompShg,Hip,319,0,0,136.5
2006-12-04,2006,12,1994,1994,160,1Fam,2Story,RL,StoneBr,5,8,Typ,2687,2079,608,9,4,2.5,1,Good,Y,SBrkr,2062,Average,No,Unf,Good,Average,CemntBd,Good,PConc,NA,0,NA,618,2,Average,Fin,Average,Attchd,1994,Excellent,Lvl,Gtl,13108,Inside,68,IR1,Y,CompShg,Gable,12,0,168,270
2008-03-15,2008,3,1960,1975,20,1Fam,1Story,RL,ClearCr,7,6,Typ,1252,1252,0,4,1,2,1,Average,Y,SBrkr,1602,Average,Gd,BLQ,Good,Average,BrkFace,Average,CBlock,NA,1,Good,564,2,Average,RFn,Average,Attchd,1960,Good,Lvl,Gtl,13500,Inside,NA,Reg,Y,CompShg,Flat,0,0,409,235
2009-03-23,2009,3,1999,2000,80,1Fam,SLvl,RL,Gilbert,5,7,Typ,1430,774,656,7,3,2.5,1,Average,Y,SBrkr,384,Average,No,Unf,Good,Average,VinylSd,Average,PConc,NA,1,Average,400,2,Average,RFn,Average,BuiltIn,1999,Excellent,Lvl,Gtl,7750,Inside,62,Reg,Y,CompShg,Gable,0,0,0,156
2009-06-09,2009,6,2003,2004,20,1Fam,1Story,RL,SawyerW,5,5,Typ,1114,1114,0,6,3,3,1,Good,Y,SBrkr,1114,Average,No,GLQ,Good,Average,VinylSd,Average,PConc,NA,0,NA,576,2,Average,Unf,Average,Detchd,2004,Excellent,Lvl,Gtl,12450,Inside,60,Reg,Y,CompShg,Gable,42,0,0,153
2009-06-23,2009,6,1999,1999,120,TwnhsE,1Story,RM,Mitchel,5,6,Typ,1224,1224,0,5,2,3,1,Average,Y,SBrkr,1224,Average,No,GLQ,Excellent,Average,VinylSd,Average,PConc,NA,0,NA,402,2,Average,Fin,Average,Attchd,1999,Excellent,Lvl,Gtl,4500,FR2,NA,Reg,Y,CompShg,Hip,304,0,0,165
2008-06-24,2008,6,2005,2007,60,1Fam,2Story,RL,StoneBr,5,9,Typ,2504,1134,1370,11,4,2.5,1,Excellent,Y,SBrkr,1122,Good,No,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Good,656,3,Average,Fin,Average,BuiltIn,2005,Excellent,Lvl,Gtl,11198,Inside,77,IR1,Y,CompShg,Hip,39,0,144,325
2007-10-13,2007,10,1941,1950,190,2fmCon,1.5Fin,RL,Crawfor,5,5,Typ,1355,760,595,5,3,2,1,Average,Y,SBrkr,728,Fair,No,LwQ,Average,Average,VinylSd,Average,CBlock,MnPrv,0,NA,528,2,Average,Unf,Average,Detchd,1966,Excellent,Lvl,Gtl,6221,Inside,79,IR1,Y,CompShg,Gable,0,0,0,140
2007-04-20,2007,4,1963,1963,80,1Fam,SLvl,RM,IDOTRR,6,6,Typ,2294,1497,797,9,5,3,1,Average,Y,SBrkr,741,Average,No,BLQ,Average,Average,HdBoard,Average,CBlock,NA,1,Good,658,2,Average,Unf,Average,Attchd,1963,Fair,Lvl,Gtl,13200,Corner,120,Reg,Y,CompShg,Gable,110,0,0,202.5
2008-10-10,2008,10,2008,2008,120,TwnhsE,1Story,RL,NridgHt,5,9,Typ,1702,1702,0,7,1,2.5,1,Excellent,Y,SBrkr,1702,Average,No,GLQ,Excellent,Average,MetalSd,Excellent,PConc,NA,1,Good,1052,3,Average,Fin,Average,Attchd,2008,Excellent,Lvl,Gtl,8769,Corner,65,Reg,Y,CompShg,Hip,72,0,0,367.294
2008-08-21,2008,8,1988,1989,80,1Fam,SLvl,RL,Timber,5,6,Typ,1509,1509,0,5,3,3,1,Good,Y,SBrkr,1461,Average,Av,GLQ,Good,Average,HdBoard,Good,CBlock,NA,1,Fair,600,2,Average,RFn,Average,Attchd,1988,Excellent,Lvl,Gtl,10200,Inside,85,Reg,Y,CompShg,Gable,0,0,224,175
2006-02-10,2006,2,1915,1970,70,1Fam,2Story,RL,Crawfor,5,7,Typ,1717,961,756,7,3,2,1,Good,Y,SBrkr,756,Good,No,ALQ,Average,Average,Wd Sdng,Average,BrkTil,NA,1,Good,642,3,Average,Unf,Average,Detchd,1998,Good,Lvl,Gtl,9550,Corner,60,IR1,Y,CompShg,Gable,35,272,0,140
2007-07-01,2007,7,1985,1985,20,1Fam,1Story,RL,Timber,7,7,Typ,1240,1240,0,6,3,2.5,1,Good,Y,SBrkr,1265,Average,No,ALQ,Good,Average,Plywood,Average,CBlock,NA,0,NA,528,2,Average,Unf,Average,Attchd,1985,Good,Lvl,Gtl,10331,CulDSac,42,Reg,Y,CompShg,Gable,0,0,232,174
2008-07-03,2008,7,2005,2005,80,1Fam,SLvl,RL,Gilbert,5,7,Typ,1166,1166,0,5,2,3,1,Good,Y,SBrkr,856,Average,Gd,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,400,2,Average,Fin,Average,Attchd,2005,Excellent,Lvl,Gtl,9587,Inside,59,IR1,Y,CompShg,Gable,0,0,212,190
2009-03-15,2009,3,1910,2002,70,1Fam,2Story,RM,OldTown,8,5,Typ,1464,764,700,7,3,2,1,Average,Y,SBrkr,504,Average,No,Unf,Average,Average,VinylSd,Good,CBlock,NA,0,NA,0,0,NA,NA,NA,NA,NA,Excellent,Lvl,Gtl,9900,Corner,90,Reg,N,CompShg,Gable,0,176,0,129
2007-07-20,2007,7,1959,1991,20,1Fam,1Story,RL,"NAmes",7,6,Typ,1652,1652,0,6,3,2.5,1,Good,Y,SBrkr,1592,Average,Mn,ALQ,Average,Good,MetalSd,Average,CBlock,NA,1,Good,510,2,Average,RFn,Average,Attchd,1959,Good,Lvl,Gtl,22002,Corner,NA,Reg,Y,CompShg,Gable,0,0,0,200
2009-06-21,2009,6,1968,1968,60,1Fam,2Story,RL,"NAmes",6,6,Typ,2142,1182,960,8,4,2.5,1,Good,Y,SBrkr,896,Average,No,Rec,Good,Good,VinylSd,Average,CBlock,NA,1,Good,509,1,Average,Fin,Average,Attchd,1968,Average,Lvl,Gtl,13000,Corner,100,Reg,Y,CompShg,Gable,72,0,0,193.5
2008-07-26,2008,7,1964,1964,20,1Fam,1Story,RL,"NAmes",7,6,Typ,1092,1092,0,6,3,2,1,Average,Y,SBrkr,1092,Average,No,Rec,Good,Average,HdBoard,Average,CBlock,MnPrv,0,NA,504,2,Good,RFn,Average,Attchd,1964,Excellent,Lvl,Gtl,8250,Inside,75,Reg,Y,CompShg,Hip,0,0,0,145
2006-02-23,2006,2,1929,1950,50,1Fam,1.5Fin,RL,Crawfor,7,7,Typ,1671,1122,549,7,4,2,1,Average,Y,FuseA,1022,Average,No,ALQ,Average,Good,Stucco,Good,BrkTil,NA,1,Good,451,2,Average,Unf,Average,Detchd,1963,Excellent,Lvl,Gtl,8170,Inside,81,IR1,Y,CompShg,Gable,0,0,0,218
2006-04-21,2006,4,1952,2002,20,1Fam,1Story,RL,Edwards,6,5,Typ,1488,1488,0,7,3,1,1,Average,Y,SBrkr,0,NA,NA,NA,NA,Average,Wd Sdng,Average,Slab,NA,1,Excellent,569,2,Average,RFn,Average,Attchd,2002,Good,Lvl,Gtl,12048,Inside,80,Reg,Y,CompShg,Gable,189,36,0,135
2006-07-04,2006,7,1952,1952,20,1Fam,1Story,RL,"NAmes",6,5,Min1,1624,1624,0,6,2,2,1,Average,Y,SBrkr,1444,Average,Mn,LwQ,Average,Good,Wd Sdng,Average,CBlock,MnPrv,1,Good,240,1,Average,RFn,Average,Attchd,1952,Excellent,Lvl,Gtl,10858,Corner,89,Reg,Y,CompShg,Gable,40,324,0,146.5
2007-06-01,2007,6,2005,2006,120,TwnhsE,1Story,RL,NridgHt,5,6,Typ,1362,1362,0,6,2,2,1,Good,Y,SBrkr,1362,Average,Av,ALQ,Good,Average,VinylSd,Good,PConc,NA,1,Good,460,2,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,7577,Corner,61,IR1,Y,CompShg,Gable,28,0,192,194.7
2008-04-02,2008,4,2007,2008,20,1Fam,1Story,FV,Somerst,5,7,Typ,1218,1218,0,6,2,3,1,Good,Y,SBrkr,1218,Average,No,GLQ,Good,Average,CemntBd,Good,PConc,NA,0,NA,462,2,Average,Fin,Average,Attchd,2008,Excellent,Lvl,Gtl,7500,Inside,62,Reg,Y,CompShg,Gable,168,0,168,230.348
2010-03-28,2010,3,1923,1950,30,1Fam,1Story,RM,OldTown,5,6,Typ,1068,1068,0,5,2,2,1,Average,Y,SBrkr,1124,Fair,No,ALQ,Fair,Average,Wd Sdng,Average,BrkTil,NA,1,Good,288,1,Average,Unf,Average,Detchd,1923,Average,Lvl,Gtl,6120,Inside,51,Reg,Y,CompShg,Gable,0,128,0,109.5
2006-09-06,2006,9,1979,1979,20,1Fam,1Story,RL,Mitchel,6,6,Typ,1625,1625,0,6,3,2.5,1,Fair,Y,SBrkr,1625,Average,Gd,GLQ,Good,Average,Plywood,Average,CBlock,NA,1,Average,576,2,Average,Fin,Average,Attchd,1979,Average,Lvl,Mod,23580,Inside,69,IR1,Y,CompShg,Gable,28,0,136,242.5
2006-06-12,2006,6,1987,1987,160,TwnhsE,2Story,RL,StoneBr,7,7,Typ,1767,1064,703,5,2,3,1,Good,Y,SBrkr,1064,Good,No,GLQ,Good,Good,HdBoard,Good,PConc,NA,1,Average,504,2,Average,RFn,Good,Attchd,1987,Good,Lvl,Gtl,5306,Inside,44,IR1,Y,CompShg,Gable,35,0,441,239
2006-06-02,2006,6,1954,2000,20,1Fam,1Story,RL,"NAmes",8,6,Typ,1050,1050,0,6,3,2,1,Good,Y,SBrkr,1050,Average,No,ALQ,Average,Good,Wd Sdng,Average,CBlock,NA,0,NA,286,1,Average,RFn,Average,Attchd,1954,Excellent,Lvl,Gtl,8092,Inside,70,Reg,Y,CompShg,Hip,0,0,0,156
2008-07-27,2008,7,1957,1957,20,1Fam,1Story,RL,"NAmes",6,4,Typ,907,907,0,5,3,1,1,Average,Y,SBrkr,907,Average,No,Rec,Average,Average,MetalSd,Average,CBlock,NA,0,NA,352,1,Average,Unf,Average,Detchd,1964,Excellent,Lvl,Gtl,8593,Inside,77,IR1,Y,CompShg,Hip,0,0,0,109.008
2007-03-02,2007,3,1939,1950,50,1Fam,1.5Fin,RM,IDOTRR,4,2,Maj2,845,640,0,4,1,1,1,Average,Y,SBrkr,0,NA,NA,NA,NA,Average,MetalSd,Average,BrkTil,NA,0,NA,256,1,Fair,Unf,Average,Detchd,1950,Excellent,Lvl,Gtl,11067,Corner,64,Reg,N,CompShg,Gable,0,0,48,68.104
2008-06-15,2008,6,1995,1995,60,1Fam,2Story,RL,NoRidge,7,8,Typ,2501,1251,1250,9,4,2.5,1,Good,Y,SBrkr,1242,Average,Av,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Average,751,3,Average,RFn,Average,Attchd,1995,Excellent,Lvl,Gtl,11929,CulDSac,NA,IR1,Y,CompShg,Gable,87,0,192,290
2010-04-08,2010,4,1966,1966,20,1Fam,1Story,RL,"NAmes",5,5,Typ,1209,1209,0,6,3,2,1,Average,Y,SBrkr,1209,Average,No,BLQ,Good,Average,HdBoard,Average,PConc,NA,0,NA,504,2,Average,RFn,Average,Attchd,1966,Good,Lvl,Gtl,9900,Corner,90,Reg,Y,CompShg,Hip,0,120,0,159
2008-09-14,2008,9,1937,1950,70,1Fam,2Story,RL,BrkSide,7,4,Typ,906,453,453,5,2,1,1,Average,Y,SBrkr,348,Average,No,Rec,Average,Average,MetalSd,Average,PConc,NA,0,NA,231,1,Average,Unf,Fair,Basment,1937,Average,Bnk,Mod,4882,Inside,50,IR1,Y,CompShg,Gable,0,0,0,87
2010-05-10,2010,5,2001,2002,20,1Fam,1Story,RL,CollgCr,5,8,Typ,1601,1601,0,6,3,3,1,Good,Y,SBrkr,1581,Average,Av,GLQ,Good,Average,VinylSd,Good,PConc,MnPrv,1,Average,670,2,Average,RFn,Average,Attchd,2001,Excellent,Lvl,Gtl,11423,Inside,NA,Reg,Y,CompShg,Gable,0,0,180,272
2006-09-28,2006,9,2005,2006,20,1Fam,1Story,RL,CollgCr,5,7,Typ,1336,1336,0,6,3,3,1,Good,Y,SBrkr,1336,Average,Mn,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,502,2,Average,Unf,Average,Attchd,2005,Excellent,Lvl,Gtl,8772,FR2,65,Reg,Y,CompShg,Gable,43,0,136,198
2008-05-03,2008,5,1940,1985,50,1Fam,1.5Fin,RM,OldTown,6,4,Mod,1656,1095,561,8,2,2,1,Average,Y,FuseA,801,Average,No,Unf,Average,Good,MetalSd,Average,BrkTil,NA,0,NA,440,2,Average,Unf,Average,Detchd,1958,Good,Lvl,Gtl,7628,Inside,63,Reg,Y,CompShg,Gable,0,0,187,119.164
2006-04-08,2006,4,1954,1954,20,1Fam,1Story,RL,Edwards,5,5,Min2,1124,1124,0,5,3,1,1,Average,Y,SBrkr,0,NA,NA,NA,NA,Average,Wd Sdng,Average,Slab,NA,1,Good,0,0,NA,NA,NA,NA,NA,Good,Lvl,Gtl,8335,Corner,77,Reg,N,CompShg,Gable,36,190,0,93
2008-07-09,2008,7,2000,2001,60,1Fam,2Story,RL,Gilbert,5,7,Typ,1892,1008,884,8,3,2.5,1,Average,Y,SBrkr,982,Average,Av,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Average,431,2,Average,RFn,Average,Attchd,2000,Excellent,Lvl,Gtl,8220,Inside,71,IR1,Y,CompShg,Gable,0,0,108,226.75
2009-08-13,2009,8,1900,1970,190,2fmCon,2Story,RL,OldTown,5,3,Typ,1699,1014,685,7,3,3,2,Average,Y,SBrkr,978,Average,Mn,BLQ,Fair,Average,HdBoard,Average,CBlock,NA,0,NA,420,2,Fair,Unf,Fair,CarPort,1920,Average,Bnk,Mod,10615,Corner,107,IR1,Y,CompShg,Gable,74,0,0,95
2010-03-12,2010,3,1948,1950,50,1Fam,1.5Fin,RM,BrkSide,7,6,Typ,1416,780,636,6,3,1.5,1,Average,Y,SBrkr,780,Average,No,Rec,Average,Average,Wd Sdng,Average,CBlock,NA,0,NA,312,1,Average,Unf,Average,Detchd,1948,Average,Lvl,Gtl,6000,Inside,50,Reg,P,CompShg,Gable,0,48,221,139.9
2010-05-28,2010,5,1940,1966,30,1Fam,1Story,RL,BrkSide,2,3,Mod,1306,1306,0,6,3,1,1,Fair,Y,SBrkr,728,Average,No,Unf,Average,Poor,Wd Sdng,Average,CBlock,GdWo,0,NA,0,0,NA,NA,NA,NA,NA,Excellent,Lvl,Gtl,5350,Inside,55,IR1,Y,CompShg,Gable,0,0,263,76.5
2008-07-11,2008,7,1940,2005,30,1Fam,1Story,RL,OldTown,7,4,Typ,672,672,0,4,2,1,1,Average,Y,SBrkr,672,Average,No,Unf,Average,Average,VinylSd,Good,PConc,NA,0,NA,308,1,Average,Unf,Average,Detchd,1997,Good,Lvl,Gtl,5400,Corner,60,Reg,N,CompShg,Gambrel,108,0,88,86.9
2008-02-26,2008,2,1968,1968,20,1Fam,1Story,RL,Mitchel,6,5,Typ,1160,1160,0,6,3,2,1,Good,Y,SBrkr,1113,Average,No,ALQ,Average,Good,Plywood,Average,CBlock,GdWo,0,NA,257,1,Average,Unf,Average,Attchd,1968,Excellent,Lvl,Gtl,17979,Corner,NA,IR1,Y,CompShg,Gable,0,0,81,152.5
2008-05-18,2008,5,1953,1953,20,1Fam,1Story,RL,Edwards,5,4,Typ,930,930,0,5,2,1,1,Average,Y,SBrkr,911,Average,No,Rec,Good,Average,MetalSd,Average,CBlock,MnPrv,0,NA,286,1,Average,RFn,Average,Attchd,1953,Average,Bnk,Mod,9520,Inside,68,Reg,Y,CompShg,Gable,0,0,134,99
2009-12-17,2009,12,1940,1950,30,1Fam,1Story,RL,BrkSide,7,4,Typ,708,708,0,5,2,1,1,Fair,Y,SBrkr,420,Average,No,LwQ,Average,Average,VinylSd,Fair,CBlock,NA,0,NA,0,0,NA,NA,NA,NA,NA,Good,HLS,Gtl,5330,Inside,50,Reg,Y,CompShg,Hip,0,0,164,82.5
2007-07-04,2007,7,1992,1992,120,TwnhsE,1Story,RL,SawyerW,5,6,Typ,1575,1575,0,5,2,3,1,Good,Y,SBrkr,1575,Average,No,GLQ,Good,Average,Plywood,Good,PConc,NA,0,NA,529,2,Average,RFn,Average,Attchd,1992,Good,Lvl,Gtl,8012,Inside,50,Reg,Y,CompShg,Gable,0,52,0,179.2
2006-06-14,2006,6,1966,1966,20,1Fam,1Story,RL,Sawyer,6,5,Typ,1059,1059,0,6,3,2,1,Average,Y,SBrkr,1059,Average,No,ALQ,Average,Average,Plywood,Average,CBlock,GdWo,0,NA,286,1,Average,Fin,Average,Attchd,1966,Good,Lvl,Gtl,9000,Corner,75,Reg,Y,CompShg,Gable,88,0,0,142.5
2007-07-13,2007,7,1964,1964,20,1Fam,1Story,RL,Sawyer,3,4,Typ,1005,1005,0,5,3,2,1,Average,Y,SBrkr,1005,Average,No,Rec,Average,Average,HdBoard,Average,CBlock,MnPrv,0,NA,440,2,Average,Unf,Average,Detchd,1964,Average,Lvl,Gtl,14299,Inside,62,Reg,N,CompShg,Gable,0,0,0,115.4
2007-05-06,2007,5,2001,2001,60,1Fam,2Story,FV,Somerst,5,7,Typ,1929,1057,872,7,3,3.5,1,Good,Y,SBrkr,1057,Average,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Average,650,2,Average,Fin,Average,Attchd,2001,Excellent,Lvl,Gtl,7050,Inside,NA,Reg,Y,CompShg,Gable,235,0,0,226
2006-04-27,2006,4,2005,2005,160,TwnhsE,2Story,FV,Somerst,5,7,Typ,1200,520,600,4,2,2.5,1,Good,Y,SBrkr,600,Average,No,Unf,Good,Average,MetalSd,Good,PConc,NA,0,NA,480,2,Average,RFn,Average,Detchd,2005,Excellent,Lvl,Gtl,3180,Inside,30,Reg,Y,CompShg,Gable,166,0,0,144.152
2008-07-04,2008,7,2003,2003,60,1Fam,2Story,RL,NridgHt,5,8,Typ,2690,1804,886,9,4,2.5,1,Good,Y,SBrkr,1765,Average,Gd,Unf,Excellent,Average,VinylSd,Good,PConc,NA,1,Good,795,3,Average,Fin,Average,BuiltIn,2003,Excellent,Lvl,Gtl,16451,Corner,112,IR1,Y,CompShg,Gable,58,0,268,370
2010-04-02,2010,4,1984,1984,20,1Fam,1Story,RL,Mitchel,7,5,Typ,833,833,0,5,2,2,1,Good,Y,SBrkr,833,Average,Mn,Rec,Good,Average,VinylSd,Average,CBlock,MnPrv,0,NA,495,2,Average,Unf,Average,Attchd,1984,Average,Lvl,Gtl,12887,Inside,76,Reg,Y,CompShg,Gable,0,0,431,149.9
2006-05-20,2006,5,2006,2006,60,1Fam,2Story,RL,Gilbert,5,6,Typ,1456,728,728,8,3,2.5,1,Average,Y,SBrkr,728,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,429,2,Average,RFn,Average,Attchd,2006,Good,Lvl,Gtl,15578,Corner,105,IR1,Y,CompShg,Gable,0,0,0,172.785
2007-07-27,2007,7,1950,2002,20,1Fam,1Story,RL,"NAmes",8,5,Typ,864,864,0,5,3,2,1,Good,Y,SBrkr,864,Average,No,ALQ,Average,Average,VinylSd,Average,CBlock,NA,0,NA,720,2,Average,RFn,Average,Detchd,1980,Good,Lvl,Gtl,7200,Inside,60,Reg,Y,CompShg,Gable,0,0,194,129
2009-01-07,2009,1,1979,1998,20,1Fam,1Story,RL,NWAmes,5,6,Typ,1586,1586,0,7,3,2,1,Average,Y,SBrkr,1362,Fair,No,Unf,Good,Good,HdBoard,Average,CBlock,NA,1,Average,435,2,Average,Unf,Average,Attchd,1979,Average,Lvl,Gtl,17043,CulDSac,48,IR1,Y,CompShg,Gable,0,0,192,181
